Age,Attrition,BusinessTravel,DailyRate,Department,DistanceHome,Education,HourlyRate,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,0,Travel Rarely,170,Research & Development,1,4,78,Healthcare Representative,2,0,2,2
34,1,Non-Travel,967,Research & Development,16,4,85,Research Scientist,5,2,3,0
56,1,Travel Rarely,1162,Research & Development,24,2,97,Laboratory Technician,4,2,1,0
36,0,Travel Rarely,335,Sales,17,2,33,Sales Executive,4,2,1,3
41,0,Travel Rarely,337,Sales,8,3,54,Sales Executive,5,4,1,4
42,0,Travel Rarely,1396,Research & Development,6,3,83,Research Director,13,7,5,7
31,0,Travel Rarely,1079,Sales,10,2,86,Sales Executive,5,2,1,4
34,0,Travel Rarely,735,Sales,3,1,75,Sales Executive,4,2,0,1
31,0,Travel Rarely,471,Research & Development,4,3,62,Laboratory Technician,2,2,2,2
26,0,Travel Frequently,1096,Research & Development,6,3,61,Laboratory Technician,7,7,7,7
45,0,Travel Frequently,1297,Research & Development,1,4,44,Healthcare Representative,4,2,0,3
33,0,Travel Rarely,217,Sales,10,4,43,Sales Executive,10,4,0,9
28,0,Travel Frequently,783,Sales,1,2,42,Sales Executive,7,7,0,7
29,1,Travel Frequently,746,Sales,24,3,45,Sales Representative,1,0,0,0
39,0,Non-Travel,1251,Sales,21,4,32,Sales Executive,3,2,1,2
27,0,Travel Rarely,1354,Research & Development,2,4,41,Research Scientist,5,3,1,2
34,0,Travel Frequently,735,Research & Development,22,4,86,Research Scientist,15,10,6,11
28,1,Travel Rarely,1475,Sales,13,2,84,Sales Executive,2,0,2,2
47,0,Non-Travel,1169,Research & Development,14,4,64,Research Scientist,8,7,1,7
56,0,Travel Rarely,1443,Sales,11,5,89,Sales Executive,0,0,0,0
39,0,Travel Rarely,867,Research & Development,9,2,87,Manufacturing Director,10,0,7,9
38,0,Travel Frequently,1394,Research & Development,8,3,58,Research Scientist,20,11,0,7
58,0,Travel Rarely,605,Sales,21,3,72,Manager,1,0,0,0
32,1,Travel Frequently,238,Research & Development,5,2,47,Research Scientist,4,1,0,3
38,0,Travel Rarely,1206,Research & Development,9,2,71,Research Scientist,5,2,0,3
49,0,Travel Frequently,1064,Research & Development,2,1,42,Research Director,5,4,4,3
42,0,Travel Rarely,419,Sales,12,4,77,Sales Executive,0,0,0,0
27,1,Travel Frequently,1337,Human Resources,22,3,58,Human Resources,1,0,0,0
35,0,Travel Rarely,682,Sales,18,4,71,Sales Executive,5,3,0,4
28,0,Non-Travel,1103,Research & Development,16,3,49,Research Scientist,5,3,1,4
31,0,Non-Travel,976,Research & Development,3,2,48,Research Scientist,4,2,2,3
36,0,Non-Travel,1351,Research & Development,9,4,66,Laboratory Technician,5,4,0,2
34,0,Travel Rarely,937,Sales,1,3,32,Sales Executive,14,8,2,1
34,0,Travel Rarely,1239,Sales,13,4,39,Sales Executive,8,7,1,1
26,0,Travel Rarely,157,Research & Development,1,3,95,Laboratory Technician,7,7,7,6
29,0,Travel Rarely,136,Research & Development,1,3,89,Healthcare Representative,5,3,0,2
32,0,Non-Travel,1146,Research & Development,15,4,34,Healthcare Representative,5,1,1,2
31,0,Travel Frequently,1125,Research & Development,1,3,48,Research Scientist,10,8,8,7
28,1,Travel Rarely,1404,Research & Development,17,3,32,Laboratory Technician,4,1,0,3
38,0,Travel Rarely,1404,Sales,1,3,59,Sales Representative,1,0,0,0
35,0,Travel Rarely,1224,Sales,7,4,55,Sales Executive,10,8,0,9
27,0,Travel Rarely,954,Sales,9,3,44,Sales Executive,7,7,0,7
32,0,Travel Rarely,1373,Research & Development,5,4,56,Manufacturing Director,1,0,0,0
31,1,Travel Frequently,754,Sales,26,4,63,Sales Executive,10,7,0,8
53,1,Travel Rarely,1168,Sales,24,4,66,Sales Executive,2,2,2,2
54,0,Travel Rarely,155,Research & Development,9,2,67,Research Scientist,4,3,2,3
33,0,Travel Frequently,1303,Research & Development,7,2,36,Healthcare Representative,9,7,2,8
43,0,Travel Rarely,574,Research & Development,11,3,30,Healthcare Representative,10,9,0,9
38,0,Travel Frequently,1444,Human Resources,1,4,88,Human Resources,6,2,1,2
55,0,Travel Rarely,189,Human Resources,26,4,71,Manager,10,9,1,4
31,0,Travel Rarely,1276,Research & Development,2,1,59,Laboratory Technician,1,0,0,0
39,0,Travel Rarely,119,Sales,15,4,77,Sales Executive,20,8,11,10
42,0,Non-Travel,335,Research & Development,23,2,37,Research Scientist,20,9,3,7
31,0,Non-Travel,697,Research & Development,10,3,40,Research Director,11,7,4,8
54,0,Travel Rarely,157,Research & Development,10,3,77,Manufacturing Director,5,2,1,4
24,0,Travel Rarely,771,Research & Development,1,2,45,Healthcare Representative,4,3,1,2
23,0,Travel Rarely,571,Research & Development,12,2,78,Laboratory Technician,5,2,1,4
40,0,Travel Frequently,692,Research & Development,11,3,73,Laboratory Technician,10,9,9,4
40,0,Travel Rarely,444,Sales,2,2,92,Sales Executive,11,8,5,10
25,0,Travel Rarely,309,Human Resources,2,3,82,Human Resources,2,0,1,2
30,0,Travel Rarely,911,Research & Development,1,2,76,Laboratory Technician,12,8,1,7
25,0,Travel Rarely,977,Research & Development,2,1,57,Laboratory Technician,2,2,0,2
47,0,Travel Rarely,1180,Research & Development,25,3,84,Healthcare Representative,17,14,12,11
33,0,Non-Travel,1313,Research & Development,1,2,59,Laboratory Technician,1,1,0,0
38,0,Travel Rarely,1321,Sales,1,4,86,Sales Executive,15,13,5,8
31,0,Travel Rarely,1154,Sales,2,2,54,Sales Representative,2,2,1,2
38,0,Travel Frequently,508,Research & Development,6,4,72,Manufacturing Director,8,3,7,7
42,0,Travel Rarely,557,Research & Development,18,4,35,Research Scientist,4,3,1,2
41,0,Travel Rarely,642,Research & Development,1,3,76,Research Scientist,5,3,1,0
47,0,Non-Travel,1162,Research & Development,1,1,98,Research Director,13,8,5,12
35,0,Travel Rarely,1490,Research & Development,11,4,43,Laboratory Technician,2,2,2,2
22,0,Travel Rarely,581,Research & Development,1,2,63,Research Scientist,3,2,1,2
35,0,Travel Rarely,1395,Research & Development,9,4,48,Research Scientist,10,7,0,8
33,0,Travel Rarely,501,Research & Development,15,2,95,Healthcare Representative,9,7,8,1
32,0,Travel Rarely,267,Research & Development,29,4,49,Laboratory Technician,6,2,4,1
40,0,Travel Rarely,543,Research & Development,1,4,83,Laboratory Technician,1,0,0,0
32,0,Travel Rarely,234,Sales,1,4,68,Sales Representative,2,2,2,2
39,0,Travel Rarely,116,Research & Development,24,1,52,Research Scientist,7,7,1,7
38,0,Travel Rarely,201,Research & Development,10,3,99,Research Director,18,16,1,11
32,0,Travel Rarely,801,Sales,1,4,48,Sales Executive,14,10,5,7
37,0,Travel Rarely,161,Research & Development,10,3,42,Research Director,16,11,6,8
25,0,Travel Rarely,1382,Sales,8,2,85,Sales Executive,5,3,0,4
52,0,Non-Travel,585,Sales,29,4,40,Sales Representative,9,8,0,0
44,0,Travel Rarely,1037,Research & Development,1,3,42,Research Scientist,4,3,1,2
21,0,Travel Rarely,501,Sales,5,1,58,Sales Representative,2,2,1,2
39,0,Non-Travel,105,Research & Development,9,3,87,Manager,6,0,1,3
23,1,Travel Frequently,638,Sales,9,3,33,Sales Representative,1,0,1,0
36,0,Travel Rarely,557,Sales,3,3,94,Sales Executive,9,7,3,4
36,0,Travel Frequently,688,Research & Development,4,2,97,Manufacturing Director,4,2,0,2
56,0,Non-Travel,667,Research & Development,1,4,57,Healthcare Representative,13,12,1,9
29,1,Travel Rarely,1092,Research & Development,1,4,36,Research Scientist,2,2,2,2
42,0,Travel Rarely,300,Research & Development,2,3,56,Manager,22,6,4,14
56,1,Travel Rarely,310,Research & Development,7,2,72,Laboratory Technician,10,9,9,8
41,0,Travel Rarely,582,Research & Development,28,4,60,Manufacturing Director,20,7,0,10
34,0,Travel Rarely,704,Sales,28,3,95,Sales Executive,8,7,1,7
36,0,Non-Travel,301,Sales,15,4,88,Sales Executive,15,12,11,11
41,0,Travel Rarely,930,Sales,3,3,57,Sales Executive,5,4,0,4
32,0,Travel Rarely,529,Research & Development,2,3,78,Research Scientist,4,2,1,2
35,0,Travel Rarely,1146,Human Resources,26,4,31,Human Resources,9,0,1,7
38,0,Travel Rarely,345,Sales,10,2,100,Sales Executive,10,7,1,9
50,1,Travel Frequently,878,Sales,1,4,94,Sales Executive,6,3,0,1
36,0,Travel Rarely,1120,Sales,11,4,100,Sales Executive,6,3,0,0
45,0,Travel Rarely,374,Sales,20,3,50,Sales Executive,5,3,0,1
40,0,Travel Rarely,1322,Research & Development,2,4,52,Research Scientist,2,2,2,2
35,0,Travel Frequently,1199,Research & Development,18,4,80,Healthcare Representative,10,2,0,2
40,0,Travel Rarely,1194,Research & Development,2,4,98,Research Scientist,5,3,0,2
35,0,Travel Rarely,287,Research & Development,1,4,62,Research Scientist,4,3,1,1
29,0,Travel Rarely,1378,Research & Development,13,2,46,Laboratory Technician,4,3,0,3
29,0,Travel Rarely,468,Research & Development,28,4,73,Research Scientist,5,4,0,4
50,1,Travel Rarely,410,Sales,28,3,39,Sales Executive,3,2,2,0
39,0,Travel Rarely,722,Sales,24,1,60,Sales Executive,20,9,9,6
31,0,Non-Travel,325,Research & Development,5,3,74,Manufacturing Director,9,4,1,7
26,0,Travel Rarely,1167,Sales,5,3,30,Sales Representative,4,2,0,0
36,0,Travel Frequently,884,Research & Development,23,2,41,Laboratory Technician,5,2,0,3
39,0,Travel Rarely,613,Research & Development,6,1,42,Healthcare Representative,7,7,1,7
27,0,Travel Rarely,155,Research & Development,4,3,87,Manufacturing Director,6,2,0,3
49,0,Travel Frequently,1023,Sales,2,3,63,Sales Executive,9,6,0,8
34,0,Travel Rarely,628,Research & Development,8,3,82,Laboratory Technician,4,3,1,2
