,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for two people)
1968,Salt Mango Tree,1,No,4.3 out of 5,"Mushroom Soup, Faluda, Paratha, Banana Fritters, Kerala Parotta, Fruit Juices, Murgh Ghee Roast","1,000"
1969,Mr Manchurian,1,No,3.6 out of 5,"Momos, Chicken Spring Rolls, Chilli Chicken, Chicken Momo, Chop Suey, Chicken Noodle, Hakka Noodles",500
1970,Golkonda Chimney,1,Yes,3.7 out of 5,"Paneer Tikka, Carrot Halwa, Rolls, Mutton Biryani, Chilli Chicken, Chicken Manchow Soup, Tom Yum Soup",850
1971,Odisha Kitchen,1,No,3.1 out of 5,"Veg Thali, Fish Thali",500
1972,Rolls & Bowls,1,No,4.4 out of 5,"Rolls, Noodles, Mughlai Paratha, Paneer Kathi Roll, Veg Manchow Soup, Crispy Chicken, Chicken Manchurian",250
1973,Not Just Waffles,1,No,4.1 out of 5,"Waffles, Chocolate Bomb, Brownie Delight",400
1974,Wangs Kitchen,1,No,3.0 out of 5,"Noodles, Spring Roll, Kung Pao Chicken, Lamb, Sweet Corn Soup, Fish, Manchow Soup","1,000"
1975,Brooks 37,1,Yes,4.1 out of 5,"Pizza, Long Island Iced Tea, Jalapeno Cheeseballs, Lamb, Cocktails, Pandi Fry, Galauti Kebab","1,000"
1976,Owl's Kitchen,0,No,2.7 out of 5,"Gulab Jamun, Noodles, Chicken Rara, Butter Naan",500
1977,Wok Steam & Grills,1,No,3.7 out of 5,"Momos, Noodles, Schezwan Rice",400
1978,Happy Endings,1,No,4.1 out of 5,"Brownie, Blueberry Cheesecake, Chocolate Truffle, Blueberry Shake, Tiramisu, German Chocolate, Thick Shakes",300
1979,Chef Baker's,1,No,4.0 out of 5,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",450
1980,Chez Mariannick,0,No,4.1 out of 5,"Pizza, Salad, Banana Toffee Cheesecake, Caramel Custard, Croissants, Crepe, Creme Brulee","1,000"
1981,Little Black Choux,0,No,4.0 out of 5,"Opera Cake, Cup Cake, Red Velvet, Chocolate Mousse",250
1982,Mad Over Donuts,1,No,3.9 out of 5,"Donut, Double Trouble, Cup Cake, Chocolate Decadence, Choco Bomb",450
1983,Gilly's Restobar,0,Yes,4.4 out of 5,"Mutton Biryani, Drunken Chicken, Chicken Biryani, Beer, Cocktails, Pasta, Onion Rings","1,200"
1984,Chulha Chauki Da Dhaba,1,No,4.1 out of 5,"Lassi, Malai Kebab, Kadhai Mushroom, Lahori Chicken, Chicken Keema, Paneer Kofta, Ginger Chicken",800
1985,Chai Point,1,No,3.9 out of 5,"Poha, Ginger Tea, Samosa, Ginger Chai, Banana Cake, Cake Rusk, Coffee",250
1986,Chef in,0,No,3.6 out of 5,"Tandoori Chicken, Chicken Biryani, Naan, Dum Biryani, Sweet Lassi, Dal Tadka, Hyderabadi Biryani",500
1987,Taco Bell,1,No,4.0 out of 5,"Nachos, Burrito, Rice Bowl, Pizza, Fiesta Potatoes, Chicken Burritos, Crispy Tacos",600
1988,Sai Foods,1,No,4.1 out of 5,"Paratha, Gulab Jamun, Thali, Lassi, Kheer, Roti, Palak Paneer",200
1989,Five Star Chicken,1,No,3.7 out of 5,"Burgers, Masala Fries, Wings",200
1990,KFC,1,No,3.1 out of 5,"Zinger Burger, Hot Wings, Chicken Wings, Crispy Chicken, Fries",450
1991,Mayura Sagar,0,No,3.6 out of 5,"Panneer Butter Masala, Coffee, Tea, Idli, Manchurian, Vada, Thali",250
1992,Sri Udupi Park,1,No,3.9 out of 5,"Pav Bhaji, Coffee, Tea, Masala Dosa, Naan",400
1993,Chakh Le India,1,No,3.3 out of 5,"Paratha, Chicken Parantha, Chicken Curry, Panneer Butter Masala",300
1994,Mayura Grand,0,No,3.9 out of 5,"Masala Dosa, Tea, Onion Dosa, Vada, Rava Idli, Kesari Bath",350
1995,Domino's Pizza,0,No,3.7 out of 5,Pizza,800
1996,Treat,0,No,3.8 out of 5,"Naan, Dal Makhani, Rice, Seekh Kebab, Butter Chicken, Sweet Lassi, Aam Panna",500
1997,Biergarten,0,Yes,4.7 out of 5,"Wheat Beer, Risotto, Craft Beer, Caesar Salad, Pizza, Biryani, Cheesy Garlic Bread","2,400"
1998,Windmills Craftworks,0,No,4.6 out of 5,"Keema Pav, Cocktails, Craft Beer, Pork Chops, Mocktails, Hefeweizen, Nachos","2,500"
1999,Oota Bangalore,0,No,4.6 out of 5,"Cocktails, Craft Beer, Chicken Sukha, Murgh Ghee Roast, Biryani, Neer Dosa, Vada","1,700"
2000,Uno Chicago Bar & Grill,0,Yes,4.2 out of 5,"Deep Dish Pizza, Mocktails, Onion Rings, Thin Crust Pizza, Pasta, Burgers, Chicken Tenders","1,300"
2001,Hyderabad Chefs,1,No,4.0 out of 5,"Mutton Biryani, Hyderabadi Biryani, Bamboo Chicken, Chicken Biryani, Vegetable Biryani, Bbq Chicken, Tandoori Roti",800
2002,Beijing Bites,1,No,4.0 out of 5,"Noodles, Wonton Soup, Crispy Noodle, Chowmein, Chop Suey, Beijing Chicken, Prawn",850
2003,Amber Rush by The Pool,0,No,3.9 out of 5,"Pasta, Pizza","1,500"
2004,Pablo's Gastrobar,0,No,4.1 out of 5,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken","1,450"
2005,Alto Vino - Bengaluru Marriott Hotel Whitefield,0,Yes,4.3 out of 5,"Tiramisu, Wine, Lamb, Baked Salmon, Chicken Pasta, Ravioli, Gnocchi","3,000"
2006,A2B - Adyar Ananda Bhavan,1,No,2.7 out of 5,"Ghee Dosa, Chai, Mysore Pak, Filter Coffee, Vada, Salad, Masala Dosa",400
2007,Dilli Darbar,1,No,3.5 out of 5,"Butter Kulcha, Paneer Lababdar, Paratha, Lassi, Butter Chicken, Tawa Roti, Dal Makhani",500
2008,Delhi Walle,0,No,3.7 out of 5,"Lassi, Chaat, Chole Bhature, Jalebi, Panipuri, Thali, Paratha",300
2009,Cafe Petu,1,No,3.8 out of 5,"Paratha, Pizza Parantha, Sandwich, Tea, Honey Chilli Potatoes, Pasta Alfredo, Coffee",300
2010,Whitefield Bar and Grill - Bengaluru Marriott Hotel...,0,Yes,4.2 out of 5,"Burgers, Cocktails, Beef Patty, Chaap, French Fries, Chicken Burger, Kulcha","3,000"
2011,Faasos,1,No,3.8 out of 5,"Rolls, Salad, Dal Makhani, Chicken Wrap, Pizza, Chocolate Cake, Chocolate Fantasy",500
2012,Pizza Hut,1,No,2.2 out of 5,"Pizza, Garlic Bread, Veg Supreme",750
2013,Rolls On Wheels,0,No,3.6 out of 5,"Rolls, Mix Veg",200
2014,Thalassery Restaurant,1,No,3.1 out of 5,"Coffee, Kerala Parotta, Thalassery Dum Biriyani, Appam, Noodles, Malabari Biryani, Thalassery Chicken Curry",500
2015,Udupi Grand,0,No,2.9 out of 5,"Filter Coffee, Idli, Vada, Masala Dosa, Tea, Pongal, Plain Dosa",450
2016,Breakfast House,0,No,3.6 out of 5,"Coffee, Vada, Mla Dosa",300
2017,Ande Ka Funda,1,No,3.1 out of 5,"Paratha, Lassi, Rolls",250
2018,The Grilled & Fried,1,No,3.3 out of 5,"Burgers, Chicken Fries, Chicken Grill, Hot Wings, Chicken Roll",300
2019,Pablo's Gastrobar,0,No,4.0 out of 5,"Cocktails, Beer, Potato Wedges, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken","1,450"
2020,AB's - Absolute Barbecues,0,Yes,4.9 out of 5,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","1,600"
2021,The Globe Grub,0,Yes,4.4 out of 5,"Prawn, Shahi Tukda, Barfi, Veg Mushroom, Pizza, Momos, Masala Lemonade","1,300"
2022,"3B's - Buddies, Bar & Barbecues",0,Yes,4.4 out of 5,"Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","1,100"
2023,Savoury Restaurant,1,No,3.9 out of 5,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",800
2024,Tangerine - Davanam Sarovar Portico Suites,1,Yes,4.0 out of 5,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","1,100"
2025,The Black Pearl,0,Yes,4.7 out of 5,"Chocolate Lollipop, Chocolate Biscuit, Fire Shots, Sangria, Chocolate Ganache, Paneer Makhani, Corn Fry","1,400"
2026,XOOX Brewmill,0,Yes,4.4 out of 5,"Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Noodles","2,000"
2027,Buff Buffet Buff,1,Yes,4.5 out of 5,"Egg Chilli, Butter Naan, Watermelon Juice, Chocolate Halwa, Fry Prawns, Mocktails, Salads","1,500"
2028,Boho,0,Yes,4.2 out of 5,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers","1,200"
2029,Sultans of Spice,1,Yes,4.5 out of 5,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","1,300"
2030,Asia Kitchen By Mainland China,1,Yes,4.9 out of 5,"Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","1,500"
2031,Bonsouth,1,Yes,4.2 out of 5,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","1,300"
2032,Village - The Soul of India,0,Yes,4.1 out of 5,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","1,000"
2033,Punjab Bistro,1,Yes,4.4 out of 5,"Chicken Shorba, Jumbo Prawns, Beer, Cocktails, Paan Shot, Butter Naan, Biryani","1,500"
2034,Toscano,1,Yes,4.5 out of 5,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","1,500"
2035,By The Blue - Grand Mercure,0,Yes,4.1 out of 5,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","1,500"
2036,Salt - Indian Restaurant Bar & Grill,1,Yes,4.4 out of 5,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","1,500"
2037,Oye Amritsar,1,Yes,4.0 out of 5,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",600
2038,Hunan,0,Yes,4.3 out of 5,"Noodles, Chicken Momo, Momos, Lunch Buffet, Garlic Butter Noodle, Crab Soup, Jasmine Tea","1,100"
2039,Empire Restaurant,1,No,4.1 out of 5,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma",750
2040,The Flying Trapeze,0,Yes,NEW,Friendly Staff,"1,500"
2041,Naati Manae,1,Yes,3.9 out of 5,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",700
2042,Over The Top Terrace Lounge,0,Yes,3.9 out of 5,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","1,400"
2043,Saara's Cafe - SS Lumina Hotel,0,Yes,4.2 out of 5,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",800
2044,Saara's Grill n Spice - SS Lumina Hotel,0,Yes,4.3 out of 5,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","1,000"
2045,Nouvelle Garden,0,No,3.7 out of 5,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani",900
2046,12th Main - Grand Mercure,0,Yes,4.1 out of 5,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","2,000"
2047,Embers - Nandhana Grand Hotel,0,No,3.8 out of 5,Biryani,900
2048,Spice Code,0,Yes,3.9 out of 5,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","1,000"
2049,Shri Madhuram,0,No,3.9 out of 5,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",400
2050,Urban Spoon Buffet Restaurant,0,Yes,3.5 out of 5,Courteous Staff,"1,000"
2051,Hang10 Resto N Cafe,1,No,3.8 out of 5,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich",700
2052,Bun Town,1,No,4.0 out of 5,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500
2053,Kullad Cafe,1,No,3.9 out of 5,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi",200
2054,Bakers Town,1,No,3.6 out of 5,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger",600
2055,Cafe Orio,0,No,4.0 out of 5,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake",400
2056,De Street Cafe,0,No,3.6 out of 5,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",500
2057,Biggies Burger 'n' More,1,No,3.8 out of 5,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",650
2058,The 90s Hash House,0,No,3.8 out of 5,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",500
2059,Fabindia Cafe,0,No,4.2 out of 5,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha",200
2060,The Yogisthaan Cafe,1,No,4.1 out of 5,"Paratha, Chai, Poha, Quinoa Burger",600
2061,Truffles,0,No,4.7 out of 5,"Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert",900
2062,Dyu Art Cafe,0,No,4.5 out of 5,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie",800
2063,Om Made Cafe,0,No,4.0 out of 5,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","1,300"
2064,Sixth Avenue Cafe And Patisserie,0,No,4.4 out of 5,"Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers",600
2065,A Hole Lotta Love Cafe,1,No,4.4 out of 5,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta",600
2066,Hungry Hippie,0,Yes,4.3 out of 5,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade",800
2067,Dice N Dine,1,Yes,4.3 out of 5,"Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos",900
2068,Stoner,1,No,4.5 out of 5,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",500
2069,Nuts Over Salads Cafe,1,Yes,4.4 out of 5,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie",800
2070,YORK St.,1,No,4.4 out of 5,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches",900
2071,Roundup Cafe,1,Yes,4.2 out of 5,"Mocktails, Coffee, Salad, Barbecue Chicken Wings, Pizza, Meat Balls, Hot Chocolate",800
2072,Lot Like Crepes,1,No,4.7 out of 5,"Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe",550
2073,Enerjuvate Studio & Cafe,0,Yes,4.4 out of 5,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea",800
2074,Market Table,0,Yes,4.5 out of 5,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll",900
2075,Slate Cafe,1,No,4.1 out of 5,"Sandwiches, Pasta, Pizza",600
2076,Mr. Beans - Home Cafe,1,Yes,4.2 out of 5,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","1,000"
2077,154 Breakfast Club,1,Yes,4.0 out of 5,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette",900
2078,99 Pancakes,1,No,4.5 out of 5,"Pan Cake, Nutella Pancakes",500
2079,Starbucks,0,No,4.2 out of 5,"Hot Chocolate, Coffee Hazelnut, Caramel Frappuccino, Cappuccino, Mocha Frappuccino, Java Chip Frappuccino, Sandwiches",700
2080,Cafe D'hide,1,Yes,4.2 out of 5,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",600
2081,Cafe Medley,1,No,4.2 out of 5,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800
2082,Fresh Pressery Cafe,1,No,4.1 out of 5,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","1,200"
2083,The Vacationer's Cafe,1,No,4.1 out of 5,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers",600
2084,Bistro Oui,1,Yes,4.1 out of 5,"Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","1,200"
2085,Smally's Resto Cafe,1,Yes,4.2 out of 5,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken",650
2086,Smoor,1,No,4.2 out of 5,"Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake",900
2087,Chai Galli,1,No,4.3 out of 5,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",450
2088,Vitamin Palace,0,No,4.1 out of 5,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich",650
2089,WTF,1,No,4.1 out of 5,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake",600
2090,WAFL,1,No,4.0 out of 5,Waffles,400
2091,Billionaires Cafe,1,No,3.8 out of 5,Friendly Staff,600
2092,Kalmane Koffees,0,No,4.1 out of 5,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",350
2093,Tella Tales,1,No,4.2 out of 5,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",700
2094,Barista,0,No,3.5 out of 5,"Coffee, Cappuccino, Sandwiches, Chicken Sandwich",300
2095,Dhuaan,0,No,3.8 out of 5,"Paneer Pizza, Oreo Shake",800
2096,Foodiesthan,1,No,3.7 out of 5,"Masala Chai, Garlic Bread, Oreo Shake",600
2097,Sardarji Londonwaley,1,No,4.0 out of 5,"Dal Makhani, Kulcha, Makke Ki Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Palak Paneer",450
2098,FreshMenu,1,No,3.9 out of 5,"Salads, Burgers, Sandwich, Pasta, Pizza, Rice Bowls, Biryani",450
2099,Corner House Ice Cream,1,No,4.5 out of 5,"Hot Chocolate Fudge, Brownie Fudge, Thick Shakes, Fudge Cake",400
2100,Kannur Food Point,1,No,3.7 out of 5,Roast Chicken,200
2101,Hotel Manu,1,No,3.9 out of 5,"Fish, Paratha",400
2102,Chettayees,1,No,3.4 out of 5,"Puttu Biryani, Egg Roast",400
2103,Delhi Food Point,1,No,3.3 out of 5,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry",250
2104,Khatta Meetha Teekha,1,No,4.2 out of 5,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani",300
2105,Gogula's Sweets & Chats,1,No,4.0 out of 5,"Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi",200
2106,Fish Chain,1,No,4.1 out of 5,Mustard Fish Curry,250
2107,La Pino'z Pizza,1,No,4.1 out of 5,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza",600
2108,Burger King,1,No,4.0 out of 5,"Burgers, Wings, Whopper Burger, Cheesy Fries, Italian Fries",600
2109,Shiv Shakthi,1,No,4.0 out of 5,"Poha, Samosa, Jalebi, Kachori",100
2110,Truly Punjab,1,No,4.0 out of 5,"Raita, Sarson Ka Saag, Sarso Da Saag, Paneer Tikka Masala, Makke Ki Roti, Chole, Dal Fry",500
2111,Andhra Kitchen,1,No,4.0 out of 5,Biryani,400
2112,Wok Paper Scissors,1,No,4.3 out of 5,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos",550
2113,Muthashy's,1,No,4.2 out of 5,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice",400
2114,Behrouz Biryani,1,No,4.0 out of 5,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",650
2115,Momoz,0,No,3.9 out of 5,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn",600
2116,Ambur Biryani Point,1,No,4.2 out of 5,"Ambur Biryani, Mutton Biryani, Raita",250
2117,Swad Punjab Da,1,No,4.1 out of 5,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",150
2118,Subway,1,No,3.7 out of 5,"Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty",600
2119,Royal Biryani Kitchen,1,No,3.9 out of 5,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",600
2120,Sagar Fast Food,1,No,4.0 out of 5,Neer Dosa,250
2121,Kota Kachori,1,No,4.3 out of 5,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita",400
2122,Taco Bell,1,No,4.1 out of 5,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint",600
2123,Hakka Chinese Restaurant,1,No,3.9 out of 5,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles",600
2124,Hatti Punjab Di,1,No,3.9 out of 5,"Burgers, Aloo Paratha, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",250
2125,Punjabi Nawabi,1,No,3.8 out of 5,"Dal Makhani, Tikka, Saag, Naan, Makke Ki Roti",400
2126,Shree Muthahalli Veg,1,No,4.1 out of 5,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani",300
2127,Chaat Street,1,No,4.0 out of 5,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav",250
2128,Bathinda Junction,1,Yes,4.1 out of 5,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani",600
2129,Sri Vishnu Park,1,No,3.8 out of 5,Masala Dosa,350
2130,The Biriyani Pedia,1,No,3.9 out of 5,"Chicken Stew, Ghee Rice, Chai, Beef Biryani",300
2131,Anand Sweets And Savouries,1,No,4.2 out of 5,"Chaat, Rasmalai, Motichoor Ladoo, Thali, Pav Bhaji, Paneer Tikka, Chole Bhature",400
2132,Madeena Hotel,1,No,3.9 out of 5,Ghee Rice,400
2133,Ghee Biryanis,1,No,3.4 out of 5,Biryani,500
2134,BOX8- Desi Meals,1,No,4.3 out of 5,"Dal Makhani, Paratha, Salad, Rajma, Biryani, Brownie, Salads",500
2135,KFC,1,No,3.6 out of 5,"Burgers, Crispy Chicken, Fiery Chicken, Chicken Wings, Chicken Grill, Rice Bowl, Hot Wings",400
2136,Krishna Sagar,1,No,3.9 out of 5,Masala Dosa,300
2137,Mojo Pizza - 2X Toppings,1,No,4.3 out of 5,"Veggie Pizza, Garlic Bread, Cheesy Pizza, Chicken Pizza, Thin Crust Pizza, Chocolava",600
2138,Mumbai Tiffin,1,No,4.4 out of 5,"Thali, Coffee, Buttermilk, Tea, Methi Paratha, Sweet Lassi, Aamras",400
2139,Savitha Family Restaurant,1,No,4.0 out of 5,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles",500
2140,Nutri Rich,1,No,3.8 out of 5,"Pizza, Spinach Curry, Salad",350
2141,Ashirvaad Grand,1,No,4.0 out of 5,"Masala Dosa, Panneer Butter Masala",400
2142,McDonald's,1,No,3.8 out of 5,"Coffee, Peri Peri Fries, Hot Chocolate, Scrambled Eggs, Donut, Grilled Chicken Wrap, Ice Tea",500
2143,Potful,1,No,3.9 out of 5,Hyderabadi Mutton Biryani,650
2144,Sri Udupi Park,1,No,4.0 out of 5,Tea,300
2145,Biryani Junction,1,No,2.3 out of 5,"Raita, Vegetable Biryani, Biryani Combo",450
2146,Aasife & Brothers Biriyani Centre,1,No,3.8 out of 5,"Biryani, Fried Rice, Fish, Chicken Lollipop",600
2147,Thalassery Restaurant,1,No,3.6 out of 5,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food",600
2148,Podi Idly,1,No,4.3 out of 5,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",250
2149,Savoury - Sea Shell Restaurant,1,No,3.9 out of 5,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",550
2150,Grow Fit,1,No,4.0 out of 5,"Pizza, Brownie, Chicken Biryani",500
2151,Vijayalakshmi Veg,1,No,3.9 out of 5,"Vada, Rava Idli, Masala Dosa, Coffee",200
2152,Kanti Sweets,1,No,3.8 out of 5,"Rasmalai, Kheer Kadam",400
2153,Hyderabadi Biryani Hub,1,No,3.6 out of 5,"Biryani, Raita",600
2154,Sangam Sweets,1,No,3.9 out of 5,"Pav Bhaji, Chaat, Paratha, Panipuri, Chole Bhature, Dhokla, Dahi Bhalle",200
2155,Dosa Plaza,1,No,3.8 out of 5,Masala Dosa,200
2156,Sardarji Ka Dhaba,1,No,4.0 out of 5,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti",250
2157,Mad Over Donuts,1,No,4.2 out of 5,"Donut, Latte, Coffee, Choco Bomb, Hot Chocolate, Waffles, Cappuccino",450
2158,Mustard Cafe,1,No,4.1 out of 5,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers",800
2159,ONE IN A MELON,1,No,4.1 out of 5,"Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich",300
2160,Cakewala,1,No,4.1 out of 5,"Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake",500
2161,Chaiwala,1,No,3.1 out of 5,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",100
2162,Arya Hungry?,1,No,4.3 out of 5,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",450
2163,Amritsari Kulcha Land,1,No,4.0 out of 5,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",300
