BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Madame,floral print polyster womens dress - royal blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2699",1619,40% off,Westernwear-Women
Fratini,sanya malhotra  stripes v neck viscose moss womens dress - natural,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1899,No Discount,Westernwear-Women
And,solid cotton collar neck womens top - rose,"Size:8,10,12,14,18","Rs
1799",899,50% off,Westernwear-Women
Fratini,printed viscose v-neck womens regular top - black,"Size:Large,Medium,Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
Adidas,striped regular fit blended womens sports tights - black,Size:X-Small,"Rs
1799",899,50% off,Westernwear-Women
Rare,checks cold shoulder polyester womens calf length jumpsuits - black,"Size:Large,Medium,Small,X-Large","Rs
2099",839,60% off,Westernwear-Women
Zink london,floral viscose v neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",1679,40% off,Westernwear-Women
Life,regular fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
1699",849,50% off,Westernwear-Women
Allen solly,womens solid formal shirt - light blue,"Size:Large,Small,X-Large,XX-Large","Rs
1599",959,40% off,Westernwear-Women
Allen solly,solid polyester cotton round neck womens formal wear shirt - black,"Size:Large,Medium,Small,X-Large","Rs
1599",959,40% off,Westernwear-Women
Zink london,solid regular fit cotton womens joggers - blue,Size:X-Large,"Rs
1899",1139,40% off,Westernwear-Women
Cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,X-Large,X-Small","Rs
990",693,30% off,Westernwear-Women
Stop,solid regular neck cotton stretch womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
Levis,tapered fit regular length cotton womens jeans - indigo,"Size:26,28,30,32,34",Nan,3799,No Discount,Westernwear-Women
Fratini,printed viscose collar neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",799,50% off,Westernwear-Women
Faballey,solid crepe square neck womens dress - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1900",1520,20% off,Westernwear-Women
Rare,floral polyester v neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
2099",944,55% off,Westernwear-Women
Zink london,solid cotton collar neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",959,40% off,Westernwear-Women
Fratini,embellished viscose blend round neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
Stop,printed regular neck cotton womens formal shirt - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
899",449,50% off,Westernwear-Women
Zink london,floral viscose tie up neck� womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",1079,40% off,Westernwear-Women
Stop,solid viscose round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
Van heusen,solid polyester v neck womens top - red,"Size:Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
Zink london,printed viscose blend square neck womens dress - mustard,"Size:Large,Medium,Small,X-Large","Rs
3199",1919,40% off,Westernwear-Women
Life,printed cotton slub round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
Rare,printed georgette off shoulder womens blouson top - navy,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
Zink london,floral polyester round neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1399",839,40% off,Westernwear-Women
Life,checks cotton blend collar neck womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
Fratini,solid cotton round neck womens t-shirt - teal,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
Latin quarters,dyed v-neck cotton womens regular dress - maroon,"Size:S,M,L,XL,XX-Large","Rs
2499",1249,50% off,Westernwear-Women
Life,regular fit regular length cotton lycra womens jeans - ice,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Life,solid cotton blend wide neck womens regular top - mid stone,"Size:Large,Medium,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
Life,printed jersey round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
Rare,solid polyester blend womens regular top - peach,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Westernwear-Women
Life,womens cotton lycra solid capri tights - black,"Size:28,30,32","Rs
799",399,50% off,Westernwear-Women
Zink z,solid polyester off shoulder womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2299,No Discount,Westernwear-Women
Cover story,solid cotton round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2890",1734,40% off,Westernwear-Women
Fratini,regular fit regular length cotton blend womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Fratini,solid v-neck jersey womens t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
599",299,50% off,Westernwear-Women
Zink z,solid cotton hood womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1799,No Discount,Westernwear-Women
Life,skinny fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Rare,floral rayon round neck womens regular top - black,"Size:Large,Medium,Small,X-Large","Rs
1499",599,60% off,Westernwear-Women
Infuse,floral v neck rayon womens dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Infuse,embroidered cotton round neck womens regular fit t-shirt - purple,"Size:Large,Medium,Small,X-Small","Rs
499",199,60% off,Westernwear-Women
Kraus,mom fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36","Rs
1795",1615,10% off,Westernwear-Women
Kraus,wide fit ankle length cotton womens jeans - blue,"Size:28,30,32,34,36","Rs
1695",1525,10% off,Westernwear-Women
Allen solly,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36","Rs
1999",1599,20% off,Westernwear-Women
Zink london,tie and dye polyester square neck womens dress - pink,"Size:X-Large,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
Latin quarters,solid polyester womens casual wear jacket - gold,"Size:S,M","Rs
2999",1499,50% off,Westernwear-Women
Kraus,heavy wash cotton slim fit womens jeans - light blue,"Size:28,30,32,34,36","Rs
1895",1705,10% off,Westernwear-Women
Van heusen,solid polyester round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",1499,57% off,Westernwear-Women
Zink london,floral polyester round neck womens straight top - pink,"Size:Large,Medium,Small,X-Large","Rs
1499",899,40% off,Westernwear-Women
And,solid round neck polyester womens straight top - black,"Size:8,10,12,14","Rs
2699",2159,20% off,Westernwear-Women
And,floral square neck polyester womens flared gown - sage,"Size:8,10,12,14,16","Rs
3499",2799,20% off,Westernwear-Women
Zink london,solid sweetheart neck viscose blend womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
And,solid polyester v neck womens regular top - wine,"Size:8,10,12,14,16,18","Rs
1899",1519,20% off,Westernwear-Women
Fratini,printed polyester v-neck womens a-line dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,2299,No Discount,Westernwear-Women
Life,embroidered viscose blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
Stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
Fratini,printed collar polyester womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Life,printed band collar polyester womens woven top - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
Only,solid polyester viscose round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",779,40% off,Westernwear-Women
Zink london,solid cotton square neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2599",1559,40% off,Westernwear-Women
Zink london,floral polyester round neck womens dress - off white,"Size:Large,Medium,Small,X-Large","Rs
2999",1799,40% off,Westernwear-Women
Zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small","Rs
1299",399,69% off,Westernwear-Women
Fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large","Rs
1999",999,50% off,Westernwear-Women
Rare,floral polyester off shoulder womens regular top - black,"Size:Large,Medium,Small","Rs
999",499,50% off,Westernwear-Women
Kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38","Rs
1695",847,50% off,Westernwear-Women
Pepe,checks viscose blend round neck womens casual shirt - lime green,"Size:Large,Medium,Small,X-Large","Rs
1599",959,40% off,Westernwear-Women
Kraus,clean look cotton wide fit womens jeans - blue,"Size:28,30,32,34,36","Rs
1595",1435,10% off,Westernwear-Women
Zink london,solid cotton round neck womens dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3199",1919,40% off,Westernwear-Women
Zink london,womens regular fit solid round neck t-shirt - purple,"Size:Large,Small,X-Large","Rs
1199",399,67% off,Westernwear-Women
And,floral linen round neck womens straight dress - pink mix,"Size:8,10,12,14,16","Rs
3899",3119,20% off,Westernwear-Women
Stop,solid viscose regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
Madame,stripes polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1799",1259,30% off,Westernwear-Women
And,solid polyester v neck womens regular dress - peach,"Size:8,10,12,14,16,18","Rs
2299",1149,50% off,Westernwear-Women
Zink london,solid polyester v neck womens dress - pink,"Size:Large,Medium,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
Faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1950",1560,20% off,Westernwear-Women
And,solid round neck polyester womens straight top - yellow,"Size:8,10,12,14,16,18","Rs
1699",1359,20% off,Westernwear-Women
Rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Westernwear-Women
And,solid collar neck linen womens straight dresses - wine,"Size:8,10,12,14,16,18","Rs
3299",2639,20% off,Westernwear-Women
Van heusen,printed polyester round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",999,33% off,Westernwear-Women
Life,solid viscose blend wide neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
Zink london,textured cotton off shoulder womens dress - baby pink,"Size:Large,Medium,Small,XX-Large","Rs
3499",2099,40% off,Westernwear-Women
Life,solid viscose wide neck womens a-line dress - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
Altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
599",299,50% off,Westernwear-Women
Fratini,printed viscose wide neck womens regular top - light blue,"Size:Large,Medium,Small,X-Large","Rs
1199",599,50% off,Westernwear-Women
Life,printed collar neck polyester womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
Rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small","Rs
1299",584,55% off,Westernwear-Women
Zink london,solid polyester blend regular fit womens pants - grey,Size:X-Large,"Rs
1899",1139,40% off,Westernwear-Women
Latin quarters,printed polyester v-neck womens regular blouse - ivory,"Size:S,M,L,XL,XX-Large",Nan,1599,No Discount,Westernwear-Women
Life,regular fit regular length denim womens jeans - ice,"Size:26,28,30,32,34,36,Medium","Rs
1699",849,50% off,Westernwear-Women
Altlife,solid cotton full length womens joggers - black,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Westernwear-Women
Indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1300",1040,20% off,Westernwear-Women
Fratini,printed polyester v-neck womens a-line dress - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",949,50% off,Westernwear-Women
Life,printed viscose wide neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
Zink london,printed polyester v neck womens top - multi,"Size:Large,Medium,Small,X-Large","Rs
1499",899,40% off,Westernwear-Women
Rare,printed rayon round neck womens flared dress - maroon,Size:Medium,"Rs
2399",1079,55% off,Westernwear-Women
Latin quarters,dyed round neck polyester womens regular knit top - pink,"Size:S,M,L,XL,X-Small","Rs
1599",799,50% off,Westernwear-Women
Fratini,solid viscose blend round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
699",349,50% off,Westernwear-Women
Life,skinny fit regular length cotton lycra womens jeans - indigo,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Zink london,checks rayon womens shift dress - green,"Size:Large,Medium,X-Large","Rs
2199",879,60% off,Westernwear-Women
And,floral polyester round neck womens straight top - sage,"Size:8,10,12,14,16,18","Rs
2099",1679,20% off,Westernwear-Women
Altlife,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
Life,viscose blend collar neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
Juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
Kraus,light wash cotton skinny fit womens jeans - dark blue,"Size:28,30,32,34","Rs
1895",947,50% off,Westernwear-Women
Zink london,printed v neck polyester womens wrap dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1499,50% off,Westernwear-Women
Van heusen,solid polyester v neck womens formal shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1699,No Discount,Westernwear-Women
Van heusen,solid cotton round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",Nan,799,No Discount,Westernwear-Women
Life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
Fratini,solid cotton blend round neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,699,No Discount,Westernwear-Women
Stop,regular fit regular length viscose blend womens treggings - black mix,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
Madame,pencil fit above knee cotton blend womens casual skirt - ice blue,"Size:26,28,30,32,34,36","Rs
2199",1319,40% off,Westernwear-Women
Faballey,textured georgette square neck womens regular dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2100",1680,20% off,Westernwear-Women
Stop,solid polyester tailored fit womens trousers - black,"Size:28,30,32,34,36",Nan,1499,No Discount,Westernwear-Women
Zink london,womens regular fit solid round neck t-shirt - green,Size:X-Large,"Rs
1199",399,67% off,Westernwear-Women
Life,printed cotton blend hood womens sweatshirt - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
